Id,X_Streets,CCA,Lat,Long
0,Howard & Ashland,Rogers Park,42.01907310290,-87.67104800000
0,Rosemont & Broadway,Edgewater,41.99648100000,-87.66071600000
0,Hollywood & Ashland,Edgewater,41.98500500000,-87.67012800000
0,Lincoln & Sacramento,West Ridge,41.98821800000,-87.70434800000
0,Carmen & California,Lincoln Square,41.97385200000,-87.69921500000
0,Sacramento & Lawrence,Albany Park,41.96887700000,-87.70308100000
0,NIU Campus,,41.97945300000,-87.72014400000
