ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11029861,JA362133,7/24/2017 23:22,029XX W HARRISON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,1135,11,2,27,04A,1156930,1897228,2017,7/31/2017 15:53,41.87376574,-87.69929605,"(41.873765737, -87.699296047)"
11029859,JA362071,7/24/2017 21:45,005XX E 43RD ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,TRUE,FALSE,214,2,4,38,04A,1180418,1876614,2017,7/31/2017 15:53,41.81669109,-87.61369442,"(41.816691091, -87.613694419)"
11029857,JA362127,7/24/2017 22:30,006XX N ST LOUIS AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1121,11,27,23,24,1152935,1904027,2017,7/31/2017 15:53,41.89250294,-87.71378363,"(41.89250294, -87.713783625)"
11029856,JA362144,7/24/2017 22:59,010XX W 116TH ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,524,5,34,53,18,1171656,1827895,2017,7/31/2017 15:53,41.68319666,-87.6472604,"(41.683196657, -87.647260404)"
11029854,JA362132,7/24/2017 23:00,007XX W JACKSON BLVD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1232,12,27,28,08B,1171260,1898865,2017,7/31/2017 15:53,41.87795526,-87.64663533,"(41.87795526, -87.646635332)"
11029849,JA362086,7/24/2017 18:00,022XX N CLYBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1811,18,32,7,14,1165715,1915288,2017,7/31/2017 15:53,41.92314106,-87.66652644,"(41.923141058, -87.666526442)"
11029844,JA361963,7/24/2017 19:55,043XX S GREENWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,222,2,4,39,3,1184313,1876556,2017,7/31/2017 15:53,41.81644154,-87.59940862,"(41.816441535, -87.599408615)"
11029837,JA361967,7/24/2017 19:40,024XX W 56TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,824,8,16,63,15,1161147,1867471,2017,7/31/2017 15:53,41.79202267,-87.68463827,"(41.792022673, -87.68463827)"
11029836,JA361949,7/24/2017 18:29,047XX S VINCENNES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,223,2,3,38,15,1180399,1873604,2017,7/31/2017 15:53,41.80843184,-87.61385656,"(41.808431843, -87.613856556)"
11029835,JA362078,7/24/2017 22:15,044XX N BROADWAY,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,1914,19,46,3,08B,1168523,1929751,2017,7/31/2017 15:53,41.96276778,-87.65578887,"(41.962767779, -87.655788873)"
11029830,JA362101,7/24/2017 22:01,045XX W JACKSON BLVD,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,1113,11,28,26,15,1146167,1898302,2017,7/31/2017 15:53,41.87692429,-87.73878563,"(41.876924291, -87.738785625)"
11029829,JA362045,7/24/2017 19:00,018XX N CLARK ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1814,18,43,7,6,1174439,1912730,2017,7/31/2017 15:53,41.91593117,-87.63454828,"(41.915931171, -87.634548279)"
11029825,JA362047,7/24/2017 21:13,042XX S MOZART ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,921,9,12,58,3,1158068,1876399,2017,7/31/2017 15:53,41.81658548,-87.69568565,"(41.816585482, -87.695685648)"
11029824,JA361980,7/24/2017 20:00,077XX S SOUTH SHORE DR,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,421,4,7,43,3,1197289,1854704,2017,7/31/2017 15:53,41.75616446,-87.55253863,"(41.756164455, -87.552538628)"
11029823,JA362014,7/24/2017 20:00,081XX S CLYDE AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,ALLEY,FALSE,TRUE,414,4,8,46,26,1191605,1851492,2017,7/31/2017 15:53,41.74749012,-87.57347284,"(41.747490124, -87.573472839)"
11029822,JA362048,7/24/2017 20:47,105XX S HALE AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,STREET,FALSE,FALSE,2212,22,19,72,26,1165633,1834849,2017,7/31/2017 15:53,41.70240913,-87.6691122,"(41.702409126, -87.669112203)"
11029819,JA362021,7/24/2017 21:10,088XX S COLFAX AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,423,4,7,46,7,1195021,1846985,2017,7/31/2017 15:53,41.73503908,-87.56110406,"(41.735039082, -87.561104058)"
11029809,JA362070,7/24/2017 21:58,067XX S MAY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,724,7,17,68,08B,1169812,1860109,2017,7/31/2017 15:53,41.77163666,-87.65307871,"(41.771636658, -87.653078711)"
11029806,JA361790,7/24/2017 18:02,010XX E 80TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,624,6,8,44,04A,1184412,1852167,2017,7/31/2017 15:53,41.74951368,-87.59980866,"(41.749513681, -87.599808664)"
11029801,JA361999,7/24/2017 19:39,011XX S CENTRAL PARK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1133,11,24,29,18,1152541,1895054,2017,7/31/2017 15:53,41.86788788,-87.71546788,"(41.867887876, -87.715467882)"
11029796,JA361896,7/24/2017 18:45,062XX S ARTESIAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,825,8,15,66,15,1161111,1863197,2017,7/31/2017 15:53,41.78029499,-87.68488847,"(41.780294987, -87.684888472)"
11029794,JA362056,7/24/2017 21:40,013XX N LOREL AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2532,25,37,25,08A,1140394,1908422,2017,7/31/2017 15:53,41.9048026,-87.75973423,"(41.904802597, -87.75973423)"
11029784,JA361955,7/24/2017 19:40,016XX N LAKE SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1814,18,43,7,14,1176670,1911085,2017,7/31/2017 15:53,41.91136705,-87.62640164,"(41.911367051, -87.626401638)"
11029783,JA361956,7/24/2017 19:10,038XX N DRAKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1732,17,35,16,08B,1152044,1925192,2017,7/31/2017 15:53,41.95059914,-87.7164968,"(41.950599144, -87.716496801)"
11029773,JA362036,7/24/2017 21:15,045XX W LAWRENCE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,FALSE,1722,17,45,16,26,1145085,1931518,2017,7/31/2017 15:53,41.96809279,-87.74191732,"(41.968092789, -87.741917318)"
11029772,JA361990,7/24/2017 20:10,033XX W DOUGLAS BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1021,10,24,29,18,1154162,1893254,2017,7/31/2017 15:53,41.86291631,-87.70956488,"(41.862916308, -87.709564878)"
11029771,JA362029,7/24/2017 21:00,008XX W FLETCHER ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1933,19,44,6,6,1170062,1921102,2017,7/31/2017 15:53,41.93900108,-87.65038398,"(41.939001075, -87.650383979)"
11029769,JA361844,7/24/2017 18:00,106XX S WABASH AVE,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,512,5,9,49,08A,1178458,1834482,2017,7/31/2017 15:53,41.701121,-87.62216176,"(41.701120995, -87.622161761)"
